11134,HSD11B2
11135,DBP
11136,NR4A3
11137,GEM
11138,NR4A2
11139,PTPRG
11140,MTHFD1L
11141,DNAJB4
11142,TIPARP
11143,IL7
11144,MMD
11145,CKAP2
11146,NHERF1
11147,RAN
11148,GLI1
11149,MAP4K4
11150,ATP2B1
11151,DFFA
11152,ALDH1A7
11153,APOC1
11154,PSMA5
11155,S100P
11156,EGR3
11157,SMC2
11158,GRIN1
11159,DHCR7
11160,STAT6
11161,CDCA5
11162,MDK
11163,OPTN
11164,ERRFI1
11165,SMAD1
11166,PDK4
11167,PER1
11168,LIMCH1
11169,FOSL2
11170,HNRNPA2B1
11171,EZR
11172,MYBL2
11173,TSC2
11174,PTHLH
11175,CDH13
11176,SPINK1
11177,GPER1
11178,SLC1A5
11179,MYBL1
11180,SLC39A8
11181,TNFRSF1B
11182,ACTN1
11183,CXCL16
11184,EFNB2
11185,AKR1C1
11186,GPAT3
11187,PDLIM1
11188,NCL
11189,NEDD4L
11190,NFATC1
11191,POLR2L
11192,ACOX2
11193,PRDX3
11194,GATA3
11195,BCAT1
11196,CANX
11197,GRN
11198,DUT
11199,SORT1
11200,SDC1
11201,UHRF1
11202,ENO2
11203,HDC
11204,PLG
11205,ENTPD5
11206,GLIPR1
11207,COL6A1
11208,UBD
11209,MAP3K5
11210,SORD
11211,SPAG5
11212,TSPO
11213,MAP2
11214,CADM1
11215,CD40
11216,PIGR
11217,DKK3
11218,GABARAPL1
11219,NLRP12
11220,SOCS2
11221,MYOF
11222,TRAF1
11223,GSTT2
11224,DRAM1
11225,NET1
11226,CALM1
11227,UBE2T
11228,MALAT1
11229,HYOU1
11230,TWIST1
11231,PEX11A
11232,ALOX5
11233,SLC6A9
11234,ACAD11
11235,CCPG1
11236,TUBB3
11237,GCHFR
11238,ECI1
11239,LY6E
11240,PAH
11241,FABP3
11242,SGMS1
11243,CDC42
11244,PRKN
11245,FILIP1L
11246,PAICS
11247,LUM
11248,CFH
11249,PPARD
11250,COL6A2
11251,MGLL
11252,PDLIM5
11253,SUV39H1
11254,CKS1B
11255,NR2F1
11256,ARG2
11257,APC
11258,BGN
11259,CPS1
11260,FABP7
11261,MMP12
11262,CD55
11263,ORM1
11264,EIF4E
11265,JUP
11266,FBN1
11267,SULT1B1
11268,MUC1
11269,VCP
11270,KCNH2
11271,BAAT
11272,GLS2
11273,BRCA2
11274,SYNE1
11275,BSG
11276,PLEC
11277,RPL6
11278,TALDO1
11279,PPM1D
11280,RAD23B
11281,ADA
11282,CSF1R
11283,PEMT
11284,PPP3CA
11285,TP53I3
11286,CD81
11287,FBXO5
11288,TRIM2
11289,SMAD7
11290,SIVA1
11291,AGRN
11292,BIK
11293,CRISPLD2
11294,SERPINF1
11295,CAMK2A
11296,HTRA1
11297,RBL1
11298,PCK2
11299,AVPR1A
11300,ATP8B1
11301,SERTAD1
11302,DBF4
11303,HACL1
11304,C6
11305,TIMELESS
11306,PPM1A
11307,ACADVL
11308,IL1RAP
11309,IL6ST
11310,AXL
11311,SHCBP1
11312,AK4
11313,HP
11314,ADH1
11315,AHNAK
11316,KIF11
11317,NIBAN1
11318,CDH3
11319,FNDC3B
11320,TAT
11321,EFEMP1
11322,POMC
11323,IARS1
11324,IL4R
11325,KDM6B
11326,NRIP1
11327,ANP32A
11328,SLC4A1
11329,RIPK3
11330,MXI1
11331,OSGIN1
11332,MAFG
11333,MAP1LC3A
11334,AXIN2
11335,ADORA2B
11336,EIF5A
11337,LAMB3
11338,LIPC
11339,TENT5C
11340,FOXN3
11341,LBH
11342,OLR1
11343,CCR2
11344,PDE4B
11345,TDO2
11346,UNC5B
11347,IFI27
11348,NR2F2
11349,MYH9
11350,OGDH
11351,SYNCRIP
11352,IER5
11353,KRT10
11354,CD47
11355,COL6A3
11356,CYP4A1
11357,FKBP1A
11358,IL13RA1
11359,INHBE
11360,UGT1A9
11361,ACE2
11362,ACSL5
11363,SDHA
11364,TAGLN2
11365,NAT2
11366,TKT
11367,ABHD4
11368,ATP6V1D
11369,CAPN1
11370,GH1
11371,MYH7
11372,SORBS2
11373,KITLG
11374,CFTR
11375,PLK4
11376,ACTC1
11377,ANTXR1
11378,EPO
11379,PCLAF
11380,PFKFB3
11381,RAD51C
11382,SLC22A18
11383,TNFRSF11A
11384,ABLIM1
11385,TSKU
11386,ATR
11387,TNFAIP6
11388,KDELR3
11389,MYL9
11390,CCL6
11391,MRC1
11392,STC1
11393,CEMIP2
11394,FGL2
11395,RRAGD
11396,USP2
11397,EIF2S2
11398,PODXL
11399,ATG7
11400,E2F2
11401,TNFRSF19
11402,AKR1C3
11403,FMNL2
11404,IGF2R
11405,PCSK9
11406,TMPRSS2
11407,GPRC5A
11408,PNRC1
11409,MGST2
11410,KLF2
11411,EPS8
11412,SOAT1
11413,MAPKAPK2
11414,THBS2
11415,TRPV1
11416,COX5A
11417,TNFAIP2
11418,BCAR3
11419,VAV3
11420,H19
11421,MANF
11422,CISH
11423,DCXR
11424,EDNRA
11425,ESPL1
11426,CD37
11427,CES2C
11428,MELK
11429,PAM
11430,PSMA2
11431,SOD3
11432,LGALS3BP
11433,PC
11434,HIVEP2
11435,UGP2
11436,ENO3
11437,SFXN1
11438,HBA1
11439,UAP1
11440,TCF4
11441,ATP1A1
11442,KIF22
11443,BMF
11444,C1QB
11445,CHORDC1
11446,SOCS1
11447,CHAC2
11448,GBP1
11449,SERPINA6
11450,ALDH4A1
11451,BMP7
11452,CYP2A6
11453,SMO
11454,DIO1
11455,PLXNB2
11456,FBXO30
11457,MPST
11458,GFRA1
11459,ANLN
11460,TES
11461,ADGRG1
11462,NT5DC2
11463,AVPI1
11464,CD38
11465,CNN1
11466,ADAMTS5
11467,RGS4
11468,DLD
11469,GLS
11470,NOL3
11471,F5
11472,CHI3L1
11473,MYO1B
11474,NCAPH
11475,GAS1
11476,SEL1L
11477,SYNPO
11478,TNS1
11479,RAD50
11480,LMCD1
11481,ABHD2
11482,NAP1L1
11483,GNAI2
11484,PRSS23
11485,F11R
11486,CSRNP1
11487,LY96
11488,RPSA
11489,TRAF6
11490,RND1
11491,TRADD
11492,ULK1
11493,DDC
11494,PON2
11495,ABL1
11496,HSD17B6
11497,FECH
11498,PSMB8
11499,TNFAIP8
11500,THY1
11501,MCF2L
11502,ASPH
11503,NCAPD2
11504,TXNL1
11505,ME2
11506,RECK
11507,RGS1
11508,CIDEA
11509,MAF
11510,DNM1L
11511,EIF2A
11512,ID4
11513,ITPR3
11514,PFKP
11515,TLR1
11516,TPM3
11517,INCENP
11518,DBN1
11519,NFKBIE
11520,PIK3CA
11521,RUNX1
11522,SLC7A2
11523,DMBT1
11524,ESM1
11525,MFGE8
11526,ABCG1
11527,TFDP1
11528,SHMT1
11529,SLC2A5
11530,ABI3BP
11531,JCHAIN
11532,SLC7A1
11533,METRNL
11534,CEP55
11535,FSCN1
11536,PGRMC1
11537,ELK1
11538,IDH2
11539,MAPK10
11540,ANK2
11541,BTG3
11542,CMPK2
11543,PPIA
11544,CYB5R3
11545,MFN2
11546,OAS3
11547,TRAF3
11548,AGR2
11549,CDC34
11550,SCPEP1
11551,MOXD1
11552,SLC22A7
11553,DDX39A
11554,RPL17
11555,ITGA1
11556,RBL2
11557,CHD2
11558,SERPINA3K
11559,HDAC4
11560,KNG1
11561,CLMN
11562,DTYMK
11563,HSDL2
11564,GSTK1
11565,ANGPT1
11566,KRT7
11567,CBS
11568,CTNNA1
11569,PDPK1
11570,ADAMTS9
11571,DEPDC1
11572,DCLK1
11573,GAMT
11574,BCL2A1
11575,DHRS3
11576,PLOD2
11577,ETFA
11578,BMI1
11579,MTF1
11580,PTPRE
11581,RAMP1
11582,TRIB2
11583,LMO7
11584,PLA2G6
11585,SESN3
11586,TSHB
11587,FOXA1
11588,BCKDHB
11589,HELZ2
11590,LAMB1
11591,AQP9
11592,GCNT3
11593,CYP27A1
11594,LAMC1
11595,RAB31
11596,SRSF1
11597,LASP1
11598,TPM4
11599,TNFRSF10A
11600,CPEB2
11601,CRYL1
11602,IDE
11603,ALDOB
11604,ECE1
11605,GPC4
11606,H2BC5
11607,IVL
11608,SLC25A4
11609,AEN
11610,CBX5
11611,GCNT2
11612,CTNNAL1
11613,EEF1A2
11614,ORC6
11615,CREB5
11616,LRRFIP1
11617,TXN1
11618,LY6D
11619,MGST3
11620,CLDN7
11621,DIO2
11622,NMT2
11623,RASL11B
11624,KIF20B
11625,MEF2C
11626,GINS1
11627,KNTC1
11628,NEK6
11629,NFE2L3
11630,HIGD1A
11631,PPP1CB
11632,MVP
11633,HSPA12A
11634,RANBP1
11635,PRKD3
11636,HADHB
